101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,11,32,2,3,14,10,31,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,32,14,2,3,13,11,31,16,20,3,14,10,16,20,4,0,0,0,0,0,0,0
101,102,1,2,3,14,10,16,20,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,11,32,2,3,14,10,31,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,32,13,2,3,13,11,31,16,20,3,14,10,16,20,4,0,0,0,0,0,0,0
101,102,1,2,3,14,10,16,20,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,2,3,16,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,31,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,15,28,3,15,28,28,4,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,15,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,2,3,16,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,31,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,15,28,3,15,28,28,4,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,15,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,31,15,32,3,15,31,15,32,4,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,15,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,103,1,10,11,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,2,3,13,14,16,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,16,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,103,1,10,11,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,2,3,13,14,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,103,1,10,11,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,13,2,3,13,14,16,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,16,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,103,1,10,11,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,2,3,13,14,16,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,14,2,3,14,16,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,11,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,10,31,11,32,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,102,1,2,3,14,13,10,11,31,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,13,10,11,31,16,3,16,31,28,11,4,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,28,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,11,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,10,31,11,32,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,102,1,2,3,14,13,10,31,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,13,10,11,31,16,3,16,31,28,11,4,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,28,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,11,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,10,31,11,32,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,102,1,14,2,3,14,13,10,11,31,16,4,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,13,10,11,31,16,3,16,31,28,11,4,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,28,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,11,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,10,31,11,32,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,102,1,2,3,14,13,10,11,31,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,13,2,3,13,10,11,31,16,3,16,31,28,11,4,0,0,0,0,0,0,0,0
101,102,1,2,3,16,28,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,14,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,103,1,10,11,31,2,3,14,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,2,3,13,14,16,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,16,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,14,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,103,1,10,11,31,2,3,14,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,2,3,13,14,16,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,16,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,14,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,103,1,10,11,31,2,3,14,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,13,2,3,13,14,16,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,16,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,14,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,103,1,10,11,31,2,3,14,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,2,3,13,14,16,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,14,2,3,14,16,10,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,10,32,2,3,14,10,31,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,32,2,3,13,10,11,16,31,20,3,14,10,11,16,20,4,0,0,0,0,0,0
101,102,1,2,3,14,10,11,16,20,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,10,32,2,3,14,10,31,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,32,11,2,3,13,10,16,31,20,3,14,10,11,16,20,4,0,0,0,0,0,0
101,102,1,2,3,14,10,11,16,20,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,10,2,3,14,10,31,20,32,32,4,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,32,13,2,3,13,10,11,16,31,20,3,14,10,11,16,20,4,0,0,0,0,0
101,102,1,2,3,14,10,11,16,20,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,10,32,2,3,14,10,31,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,32,2,3,13,10,11,16,31,20,3,14,10,11,16,20,4,0,0,0,0,0,0
101,102,1,14,2,3,14,10,11,16,20,3,16,32,4,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,2,25,20,31,11,18,22,3,4,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,11,2,26,20,31,32,10,17,23,3,4,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,25,32,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,36,2,25,20,31,11,18,22,3,4,0,0,0,0,0,0,0,0,0,0,0
102,101,1,11,2,26,20,31,32,10,17,23,3,4,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,25,32,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,2,25,20,31,11,22,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,11,38,2,26,20,31,32,10,23,3,4,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,25,32,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,103,1,10,11,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,2,3,13,14,10,16,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,10,16,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,103,1,10,11,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,2,3,13,14,10,16,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,10,16,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,103,1,10,11,13,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,2,3,13,14,10,16,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,10,16,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,103,1,10,11,14,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,2,3,13,14,10,16,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,10,16,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,11,32,2,3,14,10,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,32,2,3,13,11,16,31,3,14,10,16,32,4,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,10,16,32,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,11,32,2,3,14,10,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,32,11,2,3,13,16,31,3,14,10,16,32,4,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,10,16,32,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,11,32,2,3,14,10,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,32,2,3,13,11,16,31,3,14,10,16,32,4,0,0,0,0,0,0,0,0,0
101,102,1,14,2,3,14,10,16,32,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,11,32,2,3,14,10,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,32,13,2,3,13,11,16,31,3,14,10,16,32,4,0,0,0,0,0,0,0,0
101,102,1,2,3,14,10,16,32,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,11,32,2,3,14,10,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,2,3,13,11,16,31,32,3,14,10,16,4,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,10,16,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,11,32,2,3,14,10,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,11,2,3,13,16,31,32,3,14,10,16,4,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,10,16,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,11,32,2,3,14,10,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,14,2,3,13,11,16,31,32,3,14,10,16,4,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,10,16,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,11,32,2,3,14,10,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,101,1,13,2,3,13,11,16,31,32,3,14,10,16,4,0,0,0,0,0,0,0,0,0
101,102,1,2,3,14,10,16,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,11,32,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,13,10,11,31,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,2,3,13,10,11,31,32,3,14,10,11,31,32,4,0,0,0,0,0,0,0,0
103,102,1,2,3,13,11,31,32,16,3,14,10,31,32,16,4,0,0,0,0,0,0,0,0
102,101,1,2,3,13,11,31,32,16,3,16,31,32,4,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,11,32,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,13,10,11,31,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,10,11,2,3,13,10,11,31,32,3,14,10,11,31,32,4,0,0,0,0,0,0
103,102,1,2,3,13,31,32,16,3,14,10,31,32,16,4,0,0,0,0,0,0,0,0,0
102,101,1,2,3,13,31,32,16,3,16,31,32,4,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,11,32,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,13,10,11,31,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,2,3,13,10,11,31,32,3,14,10,11,31,32,4,0,0,0,0,0,0,0,0
103,102,1,14,2,3,13,11,31,32,16,3,14,10,31,32,16,4,0,0,0,0,0,0,0
102,101,1,2,3,13,11,31,32,16,3,16,31,32,4,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,11,32,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,13,10,11,31,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,2,3,13,10,11,31,32,3,14,10,11,31,32,4,0,0,0,0,0,0,0,0
103,102,1,13,2,3,13,11,31,32,16,3,14,10,31,32,16,4,0,0,0,0,0,0,0
102,101,1,2,3,13,11,31,32,16,3,16,31,32,4,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,2,3,18,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,17,23,4,16,10,11,22,23,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,4,16,10,11,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,2,3,18,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,38,25,2,3,17,23,4,16,10,11,22,23,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,4,16,10,11,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,2,3,18,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,38,26,2,3,17,23,4,16,10,11,22,23,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,4,16,10,11,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,11,22,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,11,10,11,23,2,26,23,22,3,16,4,0,0,0,0,0,0,0,0,0,0,0
101,102,1,10,11,10,2,25,22,23,3,16,4,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,11,22,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,11,10,11,23,2,26,23,22,3,16,4,0,0,0,0,0,0,0,0,0,0,0
101,102,1,36,16,10,11,10,2,25,22,23,3,16,4,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,11,22,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,11,10,11,23,2,26,23,22,3,16,4,0,0,0,0,0,0,0,0,0,0,0
101,102,1,10,11,10,38,16,2,25,22,23,3,16,4,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,11,22,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,11,10,23,16,2,26,23,22,3,16,38,38,4,0,0,0,0,0,0,0,0,0
101,102,1,10,11,2,25,22,23,3,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,11,22,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,11,10,23,2,26,23,22,3,16,4,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,10,11,2,25,22,23,3,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,11,22,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,11,10,23,38,2,26,23,22,3,16,4,0,0,0,0,0,0,0,0,0,0,0
101,102,1,10,11,2,25,22,23,3,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,31,10,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,31,10,32,11,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,102,1,2,3,14,32,10,16,3,13,31,11,16,4,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,13,31,11,16,3,18,20,10,16,4,0,0,0,0,0,0,0,0,0,0
102,101,1,28,2,3,16,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,31,10,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,31,10,32,11,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,102,1,2,3,14,32,10,16,3,13,31,16,4,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,13,31,16,3,18,20,10,16,4,0,0,0,0,0,0,0,0,0,0,0
102,101,1,28,2,3,16,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,2,3,16,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
101,102,1,31,10,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,31,10,32,11,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,102,1,2,3,14,32,10,16,3,13,31,11,16,4,0,0,0,0,0,0,0,0,0,0
