101,102,1,10,11,2,3,13,31,10,11,4,0,0,0,0,0,0,0,0,0,0,0
102,103,1,10,11,32,2,3,13,31,35,10,11,3,14,10,11,4,0,0,0,0,0
103,102,1,2,3,13,31,16,3,14,32,16,4,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,13,31,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,11,31,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,1,10,11,31,32,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
103,102,1,2,3,13,31,10,11,16,3,14,32,16,10,11,4,0,0,0,0,0,0
102,101,1,2,3,13,31,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,11,20,2,26,10,20,18,31,3,18,31,4,0,0,0,0,0,0,0
102,101,1,11,10,2,3,17,32,31,11,31,4,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
101,102,1,10,11,20,36,2,26,10,20,18,31,10,3,18,31,10,4,0,0,0,0
102,101,1,11,10,2,3,17,32,31,11,31,4,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
101,102,1,2,3,18,31,10,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,17,31,32,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,32,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
101,102,1,2,3,18,31,10,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,17,31,11,32,16,4,0,0,0,0,0,0,0,0,0,0,0,0
101,102,1,32,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
101,102,1,2,3,18,31,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,101,1,2,3,17,31,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
